;Unnamed: 0;link;story
185;185;http://www.senegaltribune.com/articles/2739/1/Telethon-pour-amoindrir-les-inondations-en-banlieue--20-millions-de-francs-Cfa-deja-recoltes-avant-son-lancement/Page1.html;"Quotidien d'informations du Senegal.>> Voir tous les articles par Journal Walfadjri 
Devant l’ampleur des inondations, il est apparu qu’à elles seules, les
collectivités locales ne peuvent prétendre les éradiquer, et les
actions qu’elles entreprennent, viennent en appui aux efforts que
l’Etat déploie depuis des années pour atténuer les effets du phénomène.
Pris isolément, aucun pouvoir local n’est à mesure de vaincre les
inondations répétitives. Ils tentent de mutualiser leurs efforts et
leurs compétences. Pour l’avoir compris, le Conseil régional de Dakar
décide, en sa qualité de premier donateur du téléthon qu’il organise le
1er août avec la télévision nationale, la Rts, d’injecter 20 millions
de francs Cfa pour l’achat de motopompes, précise une note
d’information de cette institution régionale. 
En s’investissant contre l’oubli et l’indifférence, le Conseil
régional, qui dit s’appuyer sur une stratégie d’intérêt général, semble
avoir une ferme volonté de rompre, grâce à une chaîne de solidarité
agissante, l’isolement de plus de deux millions de nos compatriotes
piégés par les eaux de surface depuis les fameuses inondations de
l’année 2005. ‘Le principe de l’intercommunalité gouverne la démarche
du Conseil qui se veut participative et concertée avec un accent
particulier sur la communication pour ‘agir ensemble et maintenant’
devant les urgences’, soutient son président El Hadj Malick Gackou.
Selon lui, le but est de mettre à niveau toutes les parties prenantes
au cadre de concertation et d’assurer l’information permanente des
populations des zones à risque ainsi que l’impact réel des actions de
lutte contre les inondations.  
Devant la lourdeur des solutions techniques et les délais assez longs
pour leur mise en œuvre, ajoutés à la diversité des solutions
envisagées par les collectivités locales, le Conseil régional et l’Adr
ont circonscrit leur stratégie à deux interventions majeures. Il
s’agit, selon M. Gackou, de doter les collectivités locales de moyens
de pompage, notamment des motopompes, des tuyaux et du carburant pour
débarrasser les zones inondées des eaux stagnantes. Le Conseil régional
cherche également, à travers cette action, à fournir un appui social et
sanitaire aux familles sinistrées en termes de curage et de
désinfection des canaux à ciel ouvert, d’alimentation, de médicaments,
d’hygiène, etc... 


CROISADE CONTRE UN MAL HIVERNAL  : 
Artistes et sportifs se mobilisent pour repousser les inondations  
Le combat contre les inondations revêt un caractère collectif. Il n’est
plus sporadique et spectaculaire. Et l’organisation du Téléthon
constitue un aspect du dispositif de mobilisation des ressources qui
comprend, en outre, la mise en place d’un fonds de solidarité et des
requêtes de financement auprès des partenaires techniques et
financiers. D’où l’émission du téléthon pilotée en live le 1er août à
la Rts par des professionnels de l’animation. Elle repose sur le
concept d’une diffusion ‘non stop’ de trois heures d’antenne avec un
kaléidoscope d’images, de spots, d’interventions, de témoignages, de
reportages et de comptes rendus qui alterneront avec des appels aux
dons et des bilans ponctuels sur la progression de la collecte.  
‘Cette soirée, qui est à la fois un marathon télévisé et une
mobilisation festive, concilie foi et volonté d’hommes et de femmes
armés de courage pour défier la fatalité des conditions dans les
banlieues de Dakar’, mentionne une note d’information du Conseil
régional de Dakar. C’est ainsi que plusieurs vedettes de la chanson,
principalement celles ayant des attaches en banlieue, y sont attendues
et certaines avec des prestations ‘en play back’. ‘Des visages francs
et légitimes en totale osmose avec les populations à l’image du
chanteur Pape Diouf, de l’égérie des Parcelles Ndèye Ndiaye Tyson, des
lutteurs de renom Balla Gaye et Balla Bèye n°2 s’associent à la lutte’,
annonce El Hadj Malick Gackou. Le président du Conseil régional de
Dakar de rapporter que l’image des populations victimes qui se
battaient avec des armes dérisoires pour évacuer les eaux stagnantes, a
fini par émouvoir ces personnalités du monde musical et sportif.  
Abdoulaye SIDY 



 




 © 2016 Sénéga lTribune - contributions, revue de presse, opinions sur le Sénégal, tous droits réservés - Conception web: DGCNET
--------------------------------------------
A noter : Les articles publiés sur ce site sont tous droits réservés à leurs auteurs respectifs.
Sénégal Tribune décline toute responsabilité quant aux articles présents sur le site.
 Téléthon pour amoindrir les inondations en banlieue : 20 millions de francs Cfa déjà récoltés avant son lancement. Journal Walfadjri Commentaires  Gérez l'article Articles Populaires Rédacteurs Populaires Espace Redacteurs Revue de Presse Our Newsletter"
186;186;http://www.senegaltribune.com/articles/2889/1/INONDATIONS--La-banlieue-sous-les-eaux-de-pluie/Page1.html;"Quotidien d'informations du Senegal.>> Voir tous les articles par Journal LeSoleil L’eau a envahi la banlieue dakaroise. Les pluies de ces
dernières 72 heures sont passées par là. Djeddah-Thiaroye Kaw, Gounass,
Guédiawaye... Ce sont là autant de quartiers où le décor est
indescriptible. Plusieurs mares entrecoupent les artères principales
isolant de facto certains coins de ces quartiers. Le volume d’eau
mesure plusieurs centimètres à la devanture des maisons de la Cité
Belvédère longeant l’autoroute à péage. On patauge pour sortir ou
regagner des endroits. A partir de l’autoroute à péage, on aperçoit des
matelas, des lits et autres meubles sur les terrasses des étages. Du
côté de l’hôpital Dominique de Pikine, s’est formée une véritable mare
dans le bas-fond. A l’intérieur de l’Ecole 7 B de Pikine où une partie du
mur s’est affaissée, l’eau est partout. Plusieurs salles de classe sont
envahies. Trois petites filles foncent dans l’eau sous le regard triste
de leur mère, Fatoumata Mballo. « Nous avions un logement derrière l’école. Il est
totalement inondé. L’eau a emporté nos matelas et nos animaux (moutons,
poules). Mes filles cherchent à récupérer ma télévision qui coûte plus
de 200.000 FCfa. Elle est sous les eaux », raconte Fatoumata Mballo.
Les bagages récupérés sont entassés pêle-mêle dans la salle Bv 3. Au
seuil de la porte, le chef de famille prend un répit. « Nous n’avons
pas dormi. Nous avons passé toute la nuit à transporter des bagages.
J’ai d’autres matériels qui sont sous les eaux », témoigne le gardien
de l’école, Yally Kandé. Complaintes Les voies de communications ne sont pas épargnées par
les eaux. L’avenue Seydina Limamou Laye est coupée par une flaque d’un
mètre de profondeur à hauteur de la station de pompage. Un minicar
donne l’impression d’une caravelle ancrée dans un port. Les cars, les
bus dévient à hauteur de la station d’essence. Les passagers protestent
dans les cars de transport en commun « Ndiaga Ndiaye » et des cars
rapides. Partout fusent des complaintes. « Les autorités ne nous aident
pas. Lorsqu’il pleut dans la banlieue, il vaut mieux rester chez soi »,
clament certains passagers. « Nous ne pouvons pas dénombrer le nombre
de maisons envahies dans ce coin. J’ai passé une nuit blanche. J’ai
séché tous les bagages de ma chambre sur la terrasse. Je ne compte pas
déménager pour le moment », laisse entendre Badou Dione tout trempé. Des maisons abandonnées On revient à la station, pour faire un détour à
Djeddah-Thiaroye Kaw, Pikine-Est et à Médina-Gounass. Ici aussi, les
ruelles sinueuses sont couvertes par les eaux. Les femmes armées de
seaux évacuent l’eau à un rythme soutenu. Dans d’autres ruelles, de
jeunes garçons, à l’aide de pelles, creusent des rigoles d’évacuation.
Les habitants essayent de s’en sortir. Près de la station de pompage du
bassin, une septuagénaire, munie d’un râteau, chercher à trouver un
passage à l’eau. Dans ce quartier, l’évacuation de l’eau mobilise tout
le monde. Non loin de là, le bassin de rétention refoule son trop plein
d’eau dans les maisons environnantes. « Voyez vous-mêmes. Plusieurs
maisons sont abandonnées. Il faut s’attendre à plusieurs déplacements
des familles dans les jours à venir. Depuis l’année dernière, on n’a
pas vidé l’eau du bassin, lequel, aujourd’hui plein, refoule l’eau à
l’intérieur des maisons. Il est vrai qu’à Médina-Gounass, il existe toujours des
maisons inondées mais cette année, la situation s’est brusquement
empirée », souligne un jeune du quartier, El Hadji Ndiaye. A partir de l’arrêt Baye Niass de Tally Boubess et sur
plusieurs centaines de mètres, l’eau a envahi tous habitats situés de
part et d’autre de l’artère coupée du reste du quartier. Une femme
portant une bassine d’habits mouillés et un homme soulevant des
marmites et des ustensiles de cuisine marchent avec délicatesse dans
les eaux. Ils ont abandonné leur chambre. « Les habitants sont en train de partir. C’est
difficile. On ne peut pas se rendre dans plusieurs zones sans passer
dans les eaux », compatit le vieux Adama Agne. En amont de cette route,
dans le sous-quartier de Mousdalifa, près de la mosquée, des
charrettes, des taxi-bagages et taxis officiels sont mobilisés par les
sinistrés. Tout le quartier est dans la rue pour apporter assistance
aux voisins, victimes de l’inondation. L’émotion se lit sur les visages. « Je ne peux pas
continuer à vivre avec les eaux. Je vais déménager. Le grand problème
maintenant, c’est la location », indique Mamadou Massine Sy qui y a
longtemps vécu. Plus d’une vingtaine de familles plient bagage pour
d’autres quartiers. Ici, le jeune Mass Mbaye ne cesse de pester contre
tous. « Il nous faut des canalisations. Le manque de système
d’évacuation des eaux est la source de toutes les souffrances des
banlieusards », fulmine-t-il. A Guédiawaye, les abords de l’aire de jeu du stade
Ahmadou Barry ressemblent à un lac. Des flaques d’eaux couvrent les
artères principales, obligeant les automobilistes à emprunter les voies
secondaires.  Idrissa SANE © 2016 Sénéga lTribune - contributions, revue de presse, opinions sur le Sénégal, tous droits réservés - Conception web: DGCNET
--------------------------------------------
A noter : Les articles publiés sur ce site sont tous droits réservés à leurs auteurs respectifs.
Sénégal Tribune décline toute responsabilité quant aux articles présents sur le site.
 INONDATIONS : La banlieue sous les eaux de pluie. Journal LeSoleil Commentaires  Gérez l'article Articles Populaires Rédacteurs Populaires Espace Redacteurs Revue de Presse Our Newsletter"
187;187;http://www.senegaltribune.com/articles/2889/1/INONDATIONS3ALabanlieuesousleseauxdepluie/Page1.html/addfav;
188;188;http://www.senegaltribune.com/articles/2889/1/INONDATIONS3ALabanlieuesousleseauxdepluie/Page1.html/addread;
189;189;http://www.senegaltribune.com/articles/2889/1/INONDATIONS3ALabanlieuesousleseauxdepluie/Page1.html/print;"L’eau a envahi la banlieue dakaroise. Les pluies de ces
dernières 72 heures sont passées par là. Djeddah-Thiaroye Kaw, Gounass,
Guédiawaye... Ce sont là autant de quartiers où le décor est
indescriptible. Plusieurs mares entrecoupent les artères principales
isolant de facto certains coins de ces quartiers. Le volume d’eau
mesure plusieurs centimètres à la devanture des maisons de la Cité
Belvédère longeant l’autoroute à péage. On patauge pour sortir ou
regagner des endroits. A partir de l’autoroute à péage, on aperçoit des
matelas, des lits et autres meubles sur les terrasses des étages. Du
côté de l’hôpital Dominique de Pikine, s’est formée une véritable mare
dans le bas-fond. A l’intérieur de l’Ecole 7 B de Pikine où une partie du
mur s’est affaissée, l’eau est partout. Plusieurs salles de classe sont
envahies. Trois petites filles foncent dans l’eau sous le regard triste
de leur mère, Fatoumata Mballo. « Nous avions un logement derrière l’école. Il est
totalement inondé. L’eau a emporté nos matelas et nos animaux (moutons,
poules). Mes filles cherchent à récupérer ma télévision qui coûte plus
de 200.000 FCfa. Elle est sous les eaux », raconte Fatoumata Mballo.
Les bagages récupérés sont entassés pêle-mêle dans la salle Bv 3. Au
seuil de la porte, le chef de famille prend un répit. « Nous n’avons
pas dormi. Nous avons passé toute la nuit à transporter des bagages.
J’ai d’autres matériels qui sont sous les eaux », témoigne le gardien
de l’école, Yally Kandé. Complaintes Les voies de communications ne sont pas épargnées par
les eaux. L’avenue Seydina Limamou Laye est coupée par une flaque d’un
mètre de profondeur à hauteur de la station de pompage. Un minicar
donne l’impression d’une caravelle ancrée dans un port. Les cars, les
bus dévient à hauteur de la station d’essence. Les passagers protestent
dans les cars de transport en commun « Ndiaga Ndiaye » et des cars
rapides. Partout fusent des complaintes. « Les autorités ne nous aident
pas. Lorsqu’il pleut dans la banlieue, il vaut mieux rester chez soi »,
clament certains passagers. « Nous ne pouvons pas dénombrer le nombre
de maisons envahies dans ce coin. J’ai passé une nuit blanche. J’ai
séché tous les bagages de ma chambre sur la terrasse. Je ne compte pas
déménager pour le moment », laisse entendre Badou Dione tout trempé. Des maisons abandonnées On revient à la station, pour faire un détour à
Djeddah-Thiaroye Kaw, Pikine-Est et à Médina-Gounass. Ici aussi, les
ruelles sinueuses sont couvertes par les eaux. Les femmes armées de
seaux évacuent l’eau à un rythme soutenu. Dans d’autres ruelles, de
jeunes garçons, à l’aide de pelles, creusent des rigoles d’évacuation.
Les habitants essayent de s’en sortir. Près de la station de pompage du
bassin, une septuagénaire, munie d’un râteau, chercher à trouver un
passage à l’eau. Dans ce quartier, l’évacuation de l’eau mobilise tout
le monde. Non loin de là, le bassin de rétention refoule son trop plein
d’eau dans les maisons environnantes. « Voyez vous-mêmes. Plusieurs
maisons sont abandonnées. Il faut s’attendre à plusieurs déplacements
des familles dans les jours à venir. Depuis l’année dernière, on n’a
pas vidé l’eau du bassin, lequel, aujourd’hui plein, refoule l’eau à
l’intérieur des maisons. Il est vrai qu’à Médina-Gounass, il existe toujours des
maisons inondées mais cette année, la situation s’est brusquement
empirée », souligne un jeune du quartier, El Hadji Ndiaye. A partir de l’arrêt Baye Niass de Tally Boubess et sur
plusieurs centaines de mètres, l’eau a envahi tous habitats situés de
part et d’autre de l’artère coupée du reste du quartier. Une femme
portant une bassine d’habits mouillés et un homme soulevant des
marmites et des ustensiles de cuisine marchent avec délicatesse dans
les eaux. Ils ont abandonné leur chambre. « Les habitants sont en train de partir. C’est
difficile. On ne peut pas se rendre dans plusieurs zones sans passer
dans les eaux », compatit le vieux Adama Agne. En amont de cette route,
dans le sous-quartier de Mousdalifa, près de la mosquée, des
charrettes, des taxi-bagages et taxis officiels sont mobilisés par les
sinistrés. Tout le quartier est dans la rue pour apporter assistance
aux voisins, victimes de l’inondation. L’émotion se lit sur les visages. « Je ne peux pas
continuer à vivre avec les eaux. Je vais déménager. Le grand problème
maintenant, c’est la location », indique Mamadou Massine Sy qui y a
longtemps vécu. Plus d’une vingtaine de familles plient bagage pour
d’autres quartiers. Ici, le jeune Mass Mbaye ne cesse de pester contre
tous. « Il nous faut des canalisations. Le manque de système
d’évacuation des eaux est la source de toutes les souffrances des
banlieusards », fulmine-t-il. A Guédiawaye, les abords de l’aire de jeu du stade
Ahmadou Barry ressemblent à un lac. Des flaques d’eaux couvrent les
artères principales, obligeant les automobilistes à emprunter les voies
secondaires.  Idrissa SANE"
190;190;http://www.senegaltribune.com/articles/2900/1/AFRICAMER--Bilan-de-10-jours-de-diete--21-evacuations-15-abandons/Page1.html;"Quotidien d'informations du Senegal.>> Voir tous les articles par Journal Le Quotidien Stagiaires  © 2016 Sénéga lTribune - contributions, revue de presse, opinions sur le Sénégal, tous droits réservés - Conception web: DGCNET
--------------------------------------------
A noter : Les articles publiés sur ce site sont tous droits réservés à leurs auteurs respectifs.
Sénégal Tribune décline toute responsabilité quant aux articles présents sur le site.
 AFRICAMER- Bilan de 10 jours de diète : 21 évacuations 15 abandons. Journal Le Quotidien Commentaires  Gérez l'article Articles Populaires Rédacteurs Populaires Espace Redacteurs Revue de Presse Our Newsletter"
191;191;http://www.senegaltribune.com/articles/2937/1/SOUTIEN---Malgre-une-pluie-intermittente--Les-confreres-assurent-une-forte-mobilisation/Page1.html;"Quotidien d'informations du Senegal.>> Voir tous les articles par Journal Le Quotidien © 2016 Sénéga lTribune - contributions, revue de presse, opinions sur le Sénégal, tous droits réservés - Conception web: DGCNET
--------------------------------------------
A noter : Les articles publiés sur ce site sont tous droits réservés à leurs auteurs respectifs.
Sénégal Tribune décline toute responsabilité quant aux articles présents sur le site.
 SOUTIEN - Malgré une pluie intermittente : Les confrères assurent une forte mobilisation. Journal Le Quotidien Commentaires  Gérez l'article Articles Populaires Rédacteurs Populaires Espace Redacteurs Revue de Presse Our Newsletter"
192;192;http://www.senegaltribune.com/articles/2955/1/Cheikh-Gueye-2e-adjoint-au-maire--La-dette-de-lEtat-a-aggrave-les-inondations/Page1.html;"Quotidien d'informations du Senegal.>> Voir tous les articles par Journal LeSoleil © 2016 Sénéga lTribune - contributions, revue de presse, opinions sur le Sénégal, tous droits réservés - Conception web: DGCNET
--------------------------------------------
A noter : Les articles publiés sur ce site sont tous droits réservés à leurs auteurs respectifs.
Sénégal Tribune décline toute responsabilité quant aux articles présents sur le site.
 Cheikh Guèye, 2e adjoint au maire : «La dette de lEtat a aggravé les inondations». Journal LeSoleil Commentaires  Gérez l'article Articles Populaires Rédacteurs Populaires Espace Redacteurs Revue de Presse Our Newsletter"
193;193;http://www.senegaltribune.com/articles/2964/1/PLAN--JAXAAY---151-logements-aux-sinistres-de-Pikine-et-de-Guediawaye/Page1.html;"Quotidien d'informations du Senegal.>> Voir tous les articles par Journal LeSoleil Enfin, accueille « Jaxaay » qui séduit par la beauté de
ses bâtiments jaunes. Mais aussi qui fascine par sa luxuriante
végétation. On garde en mémoire de belles images. De véritables cartes
postales. Ici, l’air est pur. Les lieux respirent le calme et la
tranquillité. Dans quelques instants, Awa sera chez elle. Pour la
première fois. La vieille camionnette immatriculée FK 1454-A arrive. La
voici. Quelques jeunes garçons s’activent pour la décharger. Aussitôt
descendue, Awa fonce directement vers le n° 75. Sa nouvelle maison.
Elle visite les deux chambres, rentre dans le salon, inspecte la
cuisine, fait un tour dans les toilettes et revient au salon. Tout
joyeuse. « Al Hamdoulilahi (louange à Dieu) », soupire-t-elle. Et
enchaîne : « Je ne remercierai jamais assez le président Wade et son
gouvernement ». A la grande satisfaction de Mansour Ndao, coordonnateur
du plan « Jaxaay », projet lancé, faudrait-le rappeler, par le
président Wade, au lendemain des fortes inondations subies par la
banlieue dakaroise en août 2005. « 100 autres logements seront livrés
en septembre », a promis M. Ndao qui fait remarquer que, conformément
au souhait exprimé par le Premier ministre, Souleymane Ndéné Ndiaye, le
plan « Jaxaay » sera terminé plus tard en 2010. A « Jaxaay », une autre ville est en train de naître.
En dehors des bâtiments décents qui poussent tous les jours, la joie de
vivre des populations sur place est à la fois saisissante et beau à
voir. « De l’électricité et une bonne route. C’est tout ce que nous
demandons désormais au gouvernement », souligne Maguette Thioub qui
vient de fêter l’anniversaire de sa venue à « Jaxaay ». A ses côtés,
quatre enfants jouent au foot. Eux écriront, sans doute, l’histoire de
leur quartier... Abdoulaye DIALLO et Idrissa SANE  © 2016 Sénéga lTribune - contributions, revue de presse, opinions sur le Sénégal, tous droits réservés - Conception web: DGCNET
--------------------------------------------
A noter : Les articles publiés sur ce site sont tous droits réservés à leurs auteurs respectifs.
Sénégal Tribune décline toute responsabilité quant aux articles présents sur le site.
 PLAN « JAXAAY » : 151 logements aux sinistrés de Pikine et de Guédiawaye. Journal LeSoleil Commentaires  Gérez l'article Articles Populaires Rédacteurs Populaires Espace Redacteurs Revue de Presse Our Newsletter"
194;194;http://www.senegaltribune.com/articles/2982/1/INONDATIONS-AU-BURKINA-FASO--5-morts-150000-sinistres/Page1.html;"Quotidien d'informations du Senegal.>> Voir tous les articles par Journal LeSoleil ""Les sapeurs pompiers ont repêché trois corps dans les
eaux (à Ouagadougou). Une femme a trouvé la mort à Kiembara (village
situé à 225 km à l’ouest de Ouagadougou, ndlr). Une personne a été tuée
dans l’effondrement d’un immeuble"" dans la capitale, a déclaré à la
presse le Premier ministre Tertius Zongo. ""Il y a donc quatre personnes mortes du fait des effets
directs des inondations et une autre liée aux effets indirects"", a
ajouté le chef du gouvernement, à l’issue d’une réunion de crise, hier,
à la Primature. Un précédent bilan, établi mardi soir après l’arrêt de la pluie, faisait état de trois morts. Selon M. Zongo, plus de 150.000 personnes sont sinistrées dont 110.000 ont été relogées sur 93 sites, notamment des écoles. ""A la date de ce (mercredi) matin, nous avons pu
reloger 110.000 personnes. Mais il y a un certain nombre de personnes
qui ont refusé de rejoindre les écoles et les points de relogement
qu’on estime autour de 20.000 personnes. Donc, il faut en tout reloger
130.000 personnes"" a-t-il précisé. ""Il y a d’autres personnes qui ont trouvé refuge chez
les voisins qu’on estime à 20.000 personnes. Au bas mot, nous pensons
qu’il y aura plus de 150.000 personnes à prendre en charge"", a-t-il
ajouté. Selon le gouvernement, 12 ponts ont été endommagés dans la capitale ""dont trois sont interdits de circulation"". Interrogée sur l’occupation des écoles, à l’approche de
la rentrée scolaire prévue le 1er octobre, la ministre de l’Action
sociale Pascaline Tamini a estimé que le gouvernement allait ""trouver
les solutions"" pour ""libérer les classes"". ""Le gouvernement est en train de préparer un appel à
l’aide internationale et certainement d’ici ce soir ou demain cet appel
va être rendu public"", a ajouté la ministre Pascaline Tamini. AFP © 2016 Sénéga lTribune - contributions, revue de presse, opinions sur le Sénégal, tous droits réservés - Conception web: DGCNET
--------------------------------------------
A noter : Les articles publiés sur ce site sont tous droits réservés à leurs auteurs respectifs.
Sénégal Tribune décline toute responsabilité quant aux articles présents sur le site.
 INONDATIONS AU BURKINA FASO : 5 morts, 150.000 sinistrés. Journal LeSoleil Commentaires  Gérez l'article Articles Populaires Rédacteurs Populaires Espace Redacteurs Revue de Presse Our Newsletter"
195;195;http://www.senegaltribune.com/articles/2998/1/Pluies-diluviennes-a-Velingara--400-vehicules-bloques-par-des-troncs-darbres/Page1.html;"Quotidien d'informations du Senegal.>> Voir tous les articles par Journal Walfadjri  Selon Diao du village de Saré Mamadou, ‘c’est aux
environs de 5 h du matin que nous avons entendu le vacarme provoqué par
la chute de cet arbre géant.Venus aux nouvelles, nous avons constaté
que c’est un arbre à terre qui a bloqué ces nombreux véhicules qui
venaient de Diaobé et Vélingara .Face à la détresse des passagers, des
jeunes de Saré Mamadou et Dioufana, armés de haches, ont découpé
l’arbre en morceaux durant des heures pour dégager la route et
permettre aux véhicules de continuer leur trajet.’ C’est ce que
confirme Moustapha Ndiaye, un enseignant que nous avons trouvé sur les
lieux. Et c’est sous la pluie que le commandant de brigade Moustapha
Guèye, ses hommes et les militaires basés à Vélingara ont quadrillé la
zone pour protéger les passagers d’éventuelles attaques à main armée.  
En sus des véhicules bloqués par cet arbre, d’autres véhicules et des
bus, dont des véhicules militaires en provenance de Diaobé et
Vélingara, se sont embourbés lorsqu’ils ont tenté de contourner la
route nationale 6, en passant par le village de Baty, en vue de
ressortir dans le village de Saré Bassy. La forte humidité et la nappe
phréatique remontée à un niveau inquiétant ces derniers jours ont fait
que de nombreuses routes ne sont plus fréquentables par les
transporteurs locaux.  
En outre, les populations du département de Vélingara vivent dans
l’inquiétude à cause des pluies diluviennes qui s’abattent tous les
jours dans la zone. Conséquence, plus de cent cases en banco effondrées
ont été recensées dans certains villages et la commune de Vélingara.  
Cheikh DIENG




 © 2016 Sénéga lTribune - contributions, revue de presse, opinions sur le Sénégal, tous droits réservés - Conception web: DGCNET
--------------------------------------------
A noter : Les articles publiés sur ce site sont tous droits réservés à leurs auteurs respectifs.
Sénégal Tribune décline toute responsabilité quant aux articles présents sur le site.
 Pluies diluviennes à Vélingara : 400 véhicules bloqués par des troncs darbres. Journal Walfadjri Commentaires  Gérez l'article Articles Populaires Rédacteurs Populaires Espace Redacteurs Revue de Presse Our Newsletter"
196;196;http://www.senegaltribune.com/articles/3007/1/OPC9RATIONSDEPOMPAGEdanslabanlieue3ANettebaisseduniveaudel92eausaufE0Wakhinane/Page1.html/addfav;
197;197;http://www.senegaltribune.com/articles/3007/1/OPC9RATIONSDEPOMPAGEdanslabanlieue3ANettebaisseduniveaudel92eausaufE0Wakhinane/Page1.html/addread;
198;198;http://www.senegaltribune.com/articles/3007/1/OPC9RATIONSDEPOMPAGEdanslabanlieue3ANettebaisseduniveaudel92eausaufE0Wakhinane/Page1.html/print;"Dalifort-Forail. En ce samedi 05 septembre 2009, le
soleil darde ses rayons sur les belles villas. Il est 11 heures. On
peut se rendre à la mairie sans grande difficulté. La mare s’est
fortement retirée, libérant la moitié de l’aire de jeu faisant face à
la mairie. Les actions de pompage sont passées par là. Et les femmes
n’ont pu s’empêcher de féliciter les soldats du feu. A Diacksao, les
trois motopompes de haut débit crachent de façon continue de l’eau
boueuse dans les conduites de l’Onas qui longe la Rn1. A partir de
cette route, on peut apercevoir le niveau antérieur de l’eau à travers
les traits rougeâtres laissés sur les murs des maisons. Derrière les
engins, le tapissier a ouvert son atelier qui était inaccessible il y a
quelques jours. « Le niveau de l’eau a considérablement diminué. Il y a
un net changement », a reconnu le jeune Moustapha Lèye trouvé sur les
lieux. Dans cet endroit, où l’eau a été évacuée des ruelles, plusieurs
maisons ont été abandonnées par les populations. A Keur Mbaye Fall, les abords du site de pompage
offrent un autre visage. Il n’y a pas d’eau à l’intérieur des maisons
situées sur le site où est installée la motopompe. Plusieurs jeunes
soldats du feu sont sur le qui-vive dans ce coin boueux. L’espoir
commence à renaître. « Nous avons libéré beaucoup de maisons », affirme
le commandant Mamadou Niang, responsable de la zone. Le convoi fait un
demi-tour et bifurque à Poste-Thiaroye, traverse des haies de salades,
d’oignons et fait cap vers Tally Mame Diarra. L’artère sépare la
Sicap-Mbao de Diamaguène. Elle ressemble à une mare. Des maisons libérées des eaux Le niveau de l’eau peut atteindre un mètre de haut. Les
riverains s’impatientent. Mais cette zone a sa réalité. « Nous sommes
obligés de faire de Tally Mame Diarra un réceptacle temporaire des eaux
aspirées des maisons qui se trouvent dans des bas-fonds. On a
l’impression que rien ne se fait ici. Or, ce n’est pas le cas. Toutes
les eaux sont acheminées à Tally Mame Diarra avant leur évacuation au
Km 14 », explique le colonel Senghane Diagne. La circulation est revenue fluide sur la route des
Niayes débarrassée de sa flaque près de la station de pompage. Le
convoi se dirige vers Guédiawaye, fonce vers Wakhinane Nimzatt et
s’arrête devant le bassin qui porte le même nom. Lequel est sorti de
son lit. Il menace plusieurs habitats situés sur son emprise. Cette
visite a rassuré la délégation parlementaire qui a appréhendé aussi
l’ampleur des efforts à faire. « Le niveau de l’eau a baissé sur
plusieurs sites. Il y a beaucoup d’évolution entre la visite du Premier
ministre, Souleymane Ndéné Ndiaye et aujourd’hui (samedi 5 août 2009). Le Plan Orsec est en train d’atteindre sa vitesse de
croisière », a soutenu le député Abdou Sané, qui pense qu’il faut
accorder plus de moyens aux sapeurs pompiers. « J’ai vu que le niveau
de l’eau a baissé sur plusieurs endroits. De plus, il y a un
déploiement progressif des motopompes de grande puissance dans des
zones inondées. Ce que j’ai vu me rassure. Mais il ne faudrait pas
relâcher. Il faut maintenir le rythme de pompage », a soutenu
l’ingénieur géologue Chérif El Waly Diop.  Idrissa SANE et Babacar WILLANE   (stagiaire)"
